1451	41	42.0438	1451.73	46.3042	1451.73	1
1337	43	37.8022	1337.69	41.6328	1337.69	1
1221	45	39.1194	1222.66	43.0834	1222.66	1
1107	47	54.9335	1108.62	50	1108.62	1
1108	47	20.0345	1109.63	45.8969	1108.62	1
976	49	2.24813	977.55	34.0175	994.578	0
993	49	46.1211	994.58	41.979	994.578	1
994	49	17.0508	995.58	39.0616	994.578	1
879	51	50.8575	880.53	46.2901	880.535	1
880	51	18.6074	881.54	42.6276	880.535	1
881	51	2.34767	882.55	34.816	880.535	0
766	53	50.0566	767.45	45.5611	767.451	1
768	53	2.40813	769.46	33.5665	767.451	1
637	55	54.9335	638.41	50	638.408	1
638	55	18.9314	639.41	43.3698	638.408	1
639	55	2.43346	640.41	33.9195	638.408	0
474	57	52.0662	475.34	47.3902	475.345	1
475	57	17.3261	476.35	39.6924	475.345	1
375	59	54.9335	376.28	50	376.276	1
376	59	17.8852	377.28	40.9732	376.276	1
-64	6943	-1	-1	-1	-1	-1
357	0	30.4476	358.23	38.0026	358.229	1
513	2	24.9475	514.33	31.1378	514.33	1
256	3	4.36244	257.67	31.6656	514.33	1
641	4	23.8376	642.39	29.7524	642.389	1
321	5	5.02249	321.7	36.4566	642.389	0
321	5	5.07753	322.2	31.6415	642.389	1
752	6	2.07762	753.42	34.217	770.448	0
376	7	1.98502	377.21	39.5573	770.448	0
385	7	5.66322	385.73	41.1075	770.448	1
385	7	5.77189	386.23	35.9685	770.448	1
872	8	2.62631	873.49	24.6394	901.488	0
883	8	1.96114	884.46	32.2986	901.488	0
900	8	25.2988	901.48	31.5762	901.488	1
901	8	5.21182	902.5	26.8416	901.488	0
442	9	1.97079	442.73	39.2736	901.488	0
450	9	6.51794	451.25	47.3117	901.488	0
451	9	6.86494	451.75	42.78	901.488	1
451	9	2.20753	452.25	35.7601	901.488	0
985	10	3.30865	986.58	31.041	1014.57	0
996	10	2.78949	997.54	32.2589	1014.57	0
1013	10	29.0938	1014.57	36.3129	1014.57	1
1014	10	2.87988	1015.57	39.1543	1014.57	0
493	11	3.57418	493.79	40.5739	1014.57	0
498	11	2.58284	499.27	36.1417	1014.57	0
507	11	28.5841	507.79	43.1689	1014.57	1
507	11	11.0093	508.29	40.001	1014.57	0
508	11	2.15352	508.79	35.0563	1014.57	0
1124	12	2.25043	1125.61	37.0631	1142.63	0
1141	12	7.09426	1142.65	42.5578	1142.63	0
1143	12	2.6732	1144.65	35.7881	1142.63	0
557	13	3.43411	557.82	38.9838	1142.63	0
571	13	33.1073	571.82	50	1142.63	1
571	13	12.9441	572.32	47.0309	1142.63	1
572	13	2.65653	572.82	43.2445	1142.63	0
1277	14	3.15142	1277.7	35.7748	1305.69	0
1287	14	2.36551	1288.66	33.1005	1305.69	0
1305	14	26.6475	1305.69	40.244	1305.69	1
1306	14	2.3538	1306.69	38.7222	1305.69	0
1307	14	2.02128	1307.7	32.9036	1305.69	0
638	15	4.52796	639.35	42.4803	1305.69	0
652	15	40.0599	653.35	50	1305.69	1
653	15	15.9467	653.85	47.8846	1305.69	0
653	15	3.30296	654.35	44.436	1305.69	0
1376	16	3.17678	1376.77	36.0627	1404.76	0
1404	16	32.3515	1404.76	48.8584	1404.76	1
1405	16	2.89229	1405.76	47.5809	1404.76	0
1406	16	2.6796	1406.78	43.4072	1404.76	0
693	17	1.96404	694.37	32.3464	1404.76	0
702	17	39.9798	702.88	49.9	1404.76	1
702	17	3.54671	703.38	48.2204	1404.76	0
703	17	3.30405	703.89	44.2337	1404.76	0
1567	18	6.02329	1567.84	43.7212	1567.83	0
1568	18	2.70272	1568.82	44.4622	1567.83	0
783	19	7.25335	784.42	43.5122	1567.83	1
784	19	8.2119	784.92	42.2924	1567.83	1
1682	20	30.1628	1682.86	45.553	1682.85	1
1683	20	2.7245	1683.85	44.8206	1682.85	0
832	21	2.46421	833.41	28.4972	1682.85	0
841	21	33.4104	841.93	41.7005	1682.85	1
841	21	13.5404	842.43	40.659	1682.85	0
842	21	2.8702	842.93	38.6139	1682.85	0
1798	22	12.281	1798.88	44.6215	1797.88	0
884	23	2.24095	885.44	28.9928	1797.88	0
898	23	31.0992	899.44	38.8158	1797.88	1
899	23	12.7282	899.94	38.22	1797.88	1
899	23	2.70212	900.44	36.3526	1797.88	0
1927	24	13.5633	1927.93	49.2805	1926.92	1
949	25	2.75331	949.96	35.6215	1926.92	0
954	25	1.83218	955.45	30.1747	1926.92	0
963	25	33.6982	963.96	42.0598	1926.92	1
963	25	3.08085	964.46	41.8866	1926.92	0
1005	27	2.41744	1006.5	31.2761	2040.01	0
1019	27	7.60797	1020.51	45.6396	2040.01	1
1020	27	8.74869	1021.01	45.0569	2040.01	1
1020	27	3.21342	1021.51	43.0204	2040.01	0
1758	41	6.76485	1758.89	45.2061	1757.88	1
1644	43	45.3996	1644.8	50	1644.8	1
1646	43	2.54193	1646.81	45.6132	1644.8	1
1516	45	45.3996	1516.74	50	1516.74	1
1517	45	17.1038	1517.74	47.4115	1516.74	1
1518	45	2.53117	1518.74	42.6906	1516.74	0
1352	47	39.7652	1353.67	43.7947	1353.67	1
1354	47	15.0657	1354.68	41.7618	1353.67	1
1355	47	2.18891	1355.68	36.9182	1353.67	0
1253	49	45.3996	1254.6	50	1254.61	1
1254	49	17.0915	1255.61	47.3772	1254.61	1
1255	49	2.52385	1256.61	42.5673	1254.61	0
627	48	3.91246	627.81	31.7937	1254.61	0
627	48	5.88495	628.31	32.501	1254.61	0
1073	51	2.32146	1074.52	35.1272	1091.54	0
1090	51	54.9335	1091.54	50	1091.54	1
1092	51	2.91465	1093.55	40.6267	1091.54	1
975	53	44.3712	976.51	40.3862	976.515	1
976	53	16.3975	977.52	37.565	976.515	1
977	53	2.3921	978.52	33.343	976.515	0
860	55	42.5739	861.49	38.7504	861.488	1
861	55	15.38	862.49	35.234	861.488	1
714	57	1.8537	715.42	28.0492	732.446	0
731	57	49.9982	732.44	45.5079	732.446	1
732	57	17.6854	733.45	40.5154	732.446	1
733	57	2.43921	734.45	33.9998	732.446	0
366	56	3.63789	366.73	35.7705	732.446	0
601	59	2.2432	602.34	33.9429	619.362	0
618	59	54.7119	619.36	49.7982	619.362	1
620	59	2.60152	621.37	36.2621	619.362	1
472	61	2.21443	473.29	33.5076	490.319	0
489	61	51.2702	490.32	46.6656	490.319	1
490	61	17.2048	491.32	39.4145	490.319	1
491	61	2.1129	492.32	29.4513	490.319	0
375	63	54.9335	376.27	50	376.276	1
376	63	17.2381	377.28	39.4908	376.276	1
